GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,DAY_RANK
3/24/2019,MIL,Milwaukee Bucks,MIL vs. CLE,Giannis Antetokounmpo,F,56.5,478,0,12874,7,1184,4,98,11,549,4,2601,10,1582,0,11467,4,786,4
3/24/2019,CHA,Charlotte Hornets,CHA @ TOR,Kemba Walker,G,55.1,566,2,3543,13,71,0,7843,3,11548,7,723,8,2894,4,121,1,8514,5
3/24/2019,NYK,New York Knicks,NYK vs. LAC,DeAndre Jordan,C,50.6,930,0,12874,4,3929,2,812,7,3260,6,1093,13,591,2,1393,3,1827,6
3/24/2019,IND,Indiana Pacers,IND vs. DEN,Bojan Bogdanovic,F,49.7,1029,5,280,3,5849,0,7843,13,186,4,2601,6,5192,1,4317,0,15731,7
3/24/2019,CLE,Cleveland Cavaliers,CLE @ MIL,Kevin Love,F-C,49.3,1075,4,662,3,5849,1,2443,8,2174,0,13385,19,70,0,11467,1,8514,8
3/24/2019,LAL,Los Angeles Lakers,LAL vs. SAC,JaVale McGee,C,48.6,1153,0,12874,0,18130,5,37,8,2174,1,10110,13,591,1,4317,2,4097,9
3/24/2019,TOR,Toronto Raptors,TOR vs. CHA,Kawhi Leonard,F,47.3,1338,2,3543,3,5849,2,812,10,888,6,1093,9,2204,0,11467,2,4097,10
3/23/2019,CHA,Charlotte Hornets,CHA vs. BOS,Kemba Walker,G,66.7,132,6,113,9,525,0,7843,11,549,8,447,11,1140,2,1393,2,4097,1
3/23/2019,MIN,Minnesota Timberwolves,MIN @ MEM,Karl-Anthony Towns,C,66.1,143,4,662,3,5849,1,2443,12,318,5,1672,23,12,1,4317,5,338,2
3/23/2019,PHI,Philadelphia 76ers,PHI @ ATL,Ben Simmons,G,57.7,423,0,12874,9,525,2,812,9,1419,3,4174,6,5192,4,121,2,4097,3
3/23/2019,DAL,Dallas Mavericks,DAL @ GSW,Luka Doncic,F-G,57.2,441,4,662,10,325,0,7843,6,4636,7,723,11,1140,3,415,3,1827,4
3/23/2019,UTA,Utah Jazz,UTA @ CHI,Rudy Gobert,C,52.8,735,0,12874,2,8551,4,98,9,1419,3,4174,14,434,0,11467,0,15731,5
3/23/2019,ATL,Atlanta Hawks,ATL vs. PHI,Trae Young,G,52.7,745,4,662,11,183,1,2443,11,549,6,1093,6,5192,0,11467,6,130,6
3/23/2019,PHX,Phoenix Suns,PHX @ SAC,Devin Booker,G,52.4,762,2,3543,10,325,0,7843,10,888,10,204,2,15352,2,1393,3,1827,7
3/23/2019,BOS,Boston Celtics,BOS @ CHA,Kyrie Irving,G,51.4,851,4,662,6,1803,0,7843,12,318,3,4174,7,3913,2,1393,3,1827,8
3/23/2019,MIA,Miami Heat,MIA @ WAS,Bam Adebayo,C-F,48.2,1205,0,12874,8,789,4,98,6,4636,4,2601,11,1140,0,11467,5,338,9
3/23/2019,BOS,Boston Celtics,BOS @ CHA,Jaylen Brown,G,47.8,1257,5,280,4,3929,2,812,10,888,4,2601,4,9339,1,4317,1,8514,10
3/22/2019,HOU,Houston Rockets,HOU vs. SAS,James Harden,G,76.9,41,9,12,1,12618,0,7843,19,7,14,42,7,3913,3,415,3,1827,1
3/22/2019,LAL,Los Angeles Lakers,LAL vs. BKN,JaVale McGee,C,75,51,0,12874,0,18130,6,10,15,65,3,4174,20,48,1,4317,3,1827,2
3/22/2019,MEM,Memphis Grizzlies,MEM @ ORL,Jonas Valanciunas,C,64.3,174,1,7056,3,5849,4,98,10,888,2,6102,24,5,0,11467,4,786,3
3/22/2019,OKC,Oklahoma City Thunder,OKC @ TOR,Russell Westbrook,G,63.9,188,2,3543,13,71,1,2443,6,4636,4,2601,12,814,4,121,3,1827,4
3/22/2019,LAL,Los Angeles Lakers,LAL vs. BKN,LeBron James,F,54.8,586,1,7056,14,43,1,2443,8,2174,8,447,9,2204,1,4317,8,25,5
3/22/2019,MIL,Milwaukee Bucks,MIL vs. MIA,Giannis Antetokounmpo,F,53.1,714,1,7056,7,1184,2,812,12,318,2,6102,8,2894,1,4317,3,1827,6
3/22/2019,OKC,Oklahoma City Thunder,OKC @ TOR,Paul George,F,49.7,1029,5,280,5,2659,1,2443,9,1419,5,1672,6,5192,2,1393,2,4097,7
3/22/2019,BKN,Brooklyn Nets,BKN @ LAL,D'Angelo Russell,G,48.9,1121,4,662,13,71,0,7843,8,2174,1,10110,2,15352,4,121,6,130,8
3/22/2019,TOR,Toronto Raptors,TOR vs. OKC,Kawhi Leonard,F,48.2,1205,4,662,4,3929,0,7843,12,318,9,316,6,5192,2,1393,8,25,9
3/22/2019,DEN,Denver Nuggets,DEN @ NYK,Nikola Jokic,C,47.9,1243,1,7056,5,2659,0,7843,8,2174,4,2601,17,151,0,11467,1,8514,10
3/21/2019,MIN,Minnesota Timberwolves,MIN @ CHA,Karl-Anthony Towns,C,54.2,629,2,3543,6,1803,2,812,7,3260,5,1672,16,207,1,4317,4,786,1
3/21/2019,DET,Detroit Pistons,DET @ PHX,Andre Drummond,C,51.3,863,0,12874,1,12618,1,2443,7,3260,2,6102,19,70,3,415,1,8514,2
3/21/2019,UTA,Utah Jazz,UTA @ ATL,Donovan Mitchell,G,47.8,1257,2,3543,2,8551,2,812,15,65,2,6102,4,9339,1,4317,3,1827,3
3/21/2019,SAC,Sacramento Kings,SAC vs. DAL,Marvin Bagley III,F,47.4,1326,3,1597,0,18130,4,98,8,2174,3,4174,12,814,0,11467,1,8514,4
3/21/2019,WAS,Washington Wizards,WAS vs. DEN,Bradley Beal,G,46.4,1473,2,3543,8,789,0,7843,10,888,3,4174,2,15352,3,415,2,4097,5
3/21/2019,SAC,Sacramento Kings,SAC vs. DAL,De'Aaron Fox,G,46.1,1518,1,7056,9,525,4,98,6,4636,2,6102,3,12137,1,4317,1,8514,6
3/21/2019,SAC,Sacramento Kings,SAC vs. DAL,Buddy Hield,G,43.4,1947,7,46,4,3929,0,7843,10,888,2,6102,2,15352,2,1393,0,15731,7
3/21/2019,UTA,Utah Jazz,UTA @ ATL,Derrick Favors,F-C,41.5,2292,0,12874,1,12618,1,2443,6,4636,3,4174,15,299,2,1393,2,4097,8
3/21/2019,DET,Detroit Pistons,DET @ PHX,Blake Griffin,F,41.4,2318,2,3543,8,789,1,2443,4,8828,7,723,7,3913,1,4317,2,4097,9
3/21/2019,GSW,Golden State Warriors,GSW vs. IND,DeMarcus Cousins,C,41.2,2357,0,12874,4,3929,2,812,8,2174,3,4174,11,1140,0,11467,3,1827,10
3/20/2019,HOU,Houston Rockets,HOU @ MEM,James Harden,G,86.4,9,9,12,8,789,2,812,18,14,12,89,7,3913,2,1393,3,1827,1
3/20/2019,PHI,Philadelphia 76ers,PHI vs. BOS,Joel Embiid,F-C,72.4,66,1,7056,4,3929,1,2443,8,2174,20,4,22,24,1,4317,3,1827,2
3/20/2019,POR,Portland Trail Blazers,POR vs. DAL,Damian Lillard,G,62,245,6,113,12,111,0,7843,9,1419,9,316,5,7038,2,1393,1,8514,3
3/20/2019,TOR,Toronto Raptors,TOR @ OKC,Pascal Siakam,F,61.6,259,1,7056,6,1803,1,2443,14,108,4,2601,13,591,2,1393,5,338,4
3/20/2019,OKC,Oklahoma City Thunder,OKC vs. TOR,Russell Westbrook,G,58.2,401,5,280,6,1803,0,7843,16,39,5,1672,11,1140,1,4317,9,7,5
3/20/2019,CHI,Chicago Bulls,CHI vs. WAS,Lauri Markkanen,F,57.1,447,5,280,5,2659,1,2443,12,318,3,4174,13,591,0,11467,1,8514,6
3/20/2019,CHI,Chicago Bulls,CHI vs. WAS,Kris Dunn,G,56.7,467,3,1597,13,71,0,7843,10,888,3,4174,6,5192,2,1393,2,4097,7
3/20/2019,WAS,Washington Wizards,WAS @ CHI,Bradley Beal,G,54.9,579,2,3543,7,1184,2,812,7,3260,11,128,7,3913,3,415,6,130,8
3/20/2019,BOS,Boston Celtics,BOS @ PHI,Kyrie Irving,G,52.8,735,3,1597,4,3929,1,2443,12,318,9,316,9,2204,0,11467,3,1827,9
3/20/2019,MEM,Memphis Grizzlies,MEM vs. HOU,Mike Conley,G,52,794,6,113,8,789,0,7843,12,318,5,1672,5,7038,0,11467,1,8514,10
3/2/2019,MIL,Milwaukee Bucks,MIL @ UTA,Giannis Antetokounmpo,F,76.8,42,2,3543,8,789,1,2443,15,65,11,128,14,434,2,1393,4,786,1
3/2/2019,UTA,Utah Jazz,UTA vs. MIL,Donovan Mitchell,G,64.6,165,5,280,6,1803,1,2443,15,65,11,128,3,12137,2,1393,3,1827,2
3/2/2019,PHI,Philadelphia 76ers,PHI vs. GSW,Ben Simmons,G,59.5,346,0,12874,11,183,0,7843,10,888,5,1672,15,299,3,415,9,7,3
3/2/2019,LAL,Los Angeles Lakers,LAL @ PHX,LeBron James,F,58.8,376,4,662,16,13,0,7843,10,888,3,4174,9,2204,0,11467,3,1827,4
3/2/2019,UTA,Utah Jazz,UTA vs. MIL,Derrick Favors,F-C,54.6,598,0,12874,0,18130,3,272,10,888,3,4174,18,108,1,4317,2,4097,5
3/2/2019,DEN,Denver Nuggets,DEN vs. NOP,Nikola Jokic,C,51.3,863,1,7056,7,1184,2,812,7,3260,5,1672,9,2204,2,1393,2,4097,6
3/2/2019,PHX,Phoenix Suns,PHX vs. LAL,Deandre Ayton,C,50.5,944,0,12874,3,5849,1,2443,8,2174,10,204,10,1582,2,1393,1,8514,7
3/2/2019,ORL,Orlando Magic,ORL @ IND,Nikola Vucevic,C,50.1,986,0,12874,3,5849,1,2443,11,549,5,1672,8,2894,2,1393,0,15731,8
3/2/2019,NOP,New Orleans Pelicans,NOP @ DEN,Julius Randle,C-F,50,995,3,1597,4,3929,1,2443,10,888,5,1672,10,1582,1,4317,2,4097,9
3/2/2019,MIL,Milwaukee Bucks,MIL @ UTA,Brook Lopez,C,48.6,1153,4,662,0,18130,7,3,6,4636,0,13385,8,2894,1,4317,1,8514,10
3/19/2019,BKN,Brooklyn Nets,BKN @ SAC,D'Angelo Russell,G,73.8,59,6,113,12,111,0,7843,17,21,4,2601,4,9339,4,121,5,338,1
3/19/2019,MIL,Milwaukee Bucks,MIL vs. LAL,Brook Lopez,C,60.3,312,5,280,3,5849,4,98,8,2174,7,723,9,2204,3,415,4,786,2
3/19/2019,HOU,Houston Rockets,HOU @ ATL,James Harden,G,57.6,427,4,662,10,325,1,2443,8,2174,11,128,8,2894,1,4317,4,786,3
3/19/2019,MIN,Minnesota Timberwolves,MIN vs. GSW,Karl-Anthony Towns,C,53.2,704,2,3543,4,3929,0,7843,10,888,4,2601,21,32,1,4317,7,51,4
3/19/2019,PHI,Philadelphia 76ers,PHI @ CHA,Ben Simmons,G,53.1,714,0,12874,5,2659,2,812,11,549,6,1093,8,2894,1,4317,1,8514,5
3/19/2019,GSW,Golden State Warriors,GSW @ MIN,Stephen Curry,G,51.1,878,8,22,5,2659,0,7843,12,318,4,2601,3,12137,2,1393,2,4097,6
3/19/2019,PHI,Philadelphia 76ers,PHI @ CHA,JJ Redick,G,50,995,7,46,8,789,0,7843,8,2174,4,2601,10,1582,0,11467,1,8514,7
3/19/2019,LAL,Los Angeles Lakers,LAL @ MIL,Kentavious Caldwell-Pope,G,49.1,1094,8,22,1,12618,1,2443,12,318,3,4174,3,12137,2,1393,0,15731,8
3/19/2019,PHI,Philadelphia 76ers,PHI @ CHA,Jimmy Butler,G,48.3,1195,1,7056,9,525,1,2443,8,2174,6,1093,4,9339,2,1393,2,4097,9
3/19/2019,MIL,Milwaukee Bucks,MIL vs. LAL,Khris Middleton,F,46.5,1455,4,662,5,2659,0,7843,12,318,2,6102,10,1582,1,4317,6,130,10
3/18/2019,DET,Detroit Pistons,DET @ CLE,Andre Drummond,C,61.7,256,0,12874,5,2659,1,2443,9,1419,3,4174,21,32,2,1393,1,8514,1
3/18/2019,POR,Portland Trail Blazers,POR vs. IND,Damian Lillard,G,60.9,291,4,662,15,25,1,2443,9,1419,8,447,2,15352,3,415,6,130,2
3/18/2019,PHX,Phoenix Suns,PHX vs. CHI,Deandre Ayton,C,60.9,291,0,12874,3,5849,3,272,12,318,1,10110,12,814,3,415,1,8514,3
3/18/2019,DAL,Dallas Mavericks,DAL vs. NOP,Luka Doncic,F-G,60.6,301,1,7056,10,325,0,7843,10,888,8,447,13,591,2,1393,5,338,4
3/18/2019,DEN,Denver Nuggets,DEN @ BOS,Nikola Jokic,C,59.1,359,3,1597,7,1184,3,272,9,1419,0,13385,13,591,2,1393,3,1827,5
3/18/2019,OKC,Oklahoma City Thunder,OKC vs. MIA,Paul George,F,56.3,493,4,662,5,2659,2,812,9,1419,9,316,9,2204,2,1393,5,338,6
3/18/2019,BOS,Boston Celtics,BOS vs. DEN,Kyrie Irving,G,56,510,2,3543,4,3929,1,2443,10,888,8,447,5,7038,4,121,1,8514,7
3/18/2019,GSW,Golden State Warriors,GSW @ SAS,Stephen Curry,G,55.4,556,6,113,8,789,1,2443,9,1419,1,10110,7,3913,3,415,2,4097,8
3/18/2019,MIA,Miami Heat,MIA @ OKC,Goran Dragic,G,54.5,604,6,113,11,183,0,7843,9,1419,2,6102,5,7038,2,1393,0,15731,9
3/18/2019,NOP,New Orleans Pelicans,NOP @ DAL,Julius Randle,C-F,51.8,809,2,3543,4,3929,1,2443,14,108,0,13385,9,2204,1,4317,1,8514,10
3/17/2019,MIL,Milwaukee Bucks,MIL vs. PHI,Giannis Antetokounmpo,F,89.7,5,3,1597,7,1184,1,2443,15,65,19,6,16,207,2,1393,1,8514,1
3/17/2019,PHI,Philadelphia 76ers,PHI @ MIL,Joel Embiid,F-C,78,34,4,662,6,1803,1,2443,15,65,6,1093,15,299,3,415,1,8514,2
3/17/2019,ORL,Orlando Magic,ORL vs. ATL,Nikola Vucevic,C,62.5,226,0,12874,3,5849,0,7843,10,888,7,723,20,48,3,415,2,4097,3
3/17/2019,LAL,Los Angeles Lakers,LAL @ NYK,LeBron James,F,53.2,704,0,12874,8,789,1,2443,11,549,11,128,6,5192,0,11467,2,4097,4
3/17/2019,BKN,Brooklyn Nets,BKN @ LAC,D'Angelo Russell,G,53,721,6,113,10,325,0,7843,13,186,0,13385,5,7038,1,4317,3,1827,5
3/17/2019,TOR,Toronto Raptors,TOR @ DET,Kawhi Leonard,F,53,721,5,280,2,8551,1,2443,11,549,6,1093,10,1582,1,4317,1,8514,6
3/17/2019,HOU,Houston Rockets,HOU vs. MIN,Chris Paul,G,50.4,956,6,113,10,325,0,7843,8,2174,3,4174,7,3913,1,4317,1,8514,7
3/17/2019,NYK,New York Knicks,NYK vs. LAL,DeAndre Jordan,C,48.1,1213,0,12874,7,1184,1,2443,6,4636,3,4174,18,108,1,4317,5,338,8
3/17/2019,PHI,Philadelphia 76ers,PHI @ MIL,Jimmy Butler,G,45.7,1582,2,3543,3,5849,0,7843,8,2174,9,316,6,5192,3,415,2,4097,9
3/17/2019,MIN,Minnesota Timberwolves,MIN @ HOU,Karl-Anthony Towns,C,45,1693,2,3543,6,1803,2,812,8,2174,4,2601,10,1582,0,11467,4,786,10
3/16/2019,BOS,Boston Celtics,BOS vs. ATL,Kyrie Irving,G,62.7,223,4,662,9,525,2,812,12,318,2,6102,11,1140,1,4317,3,1827,1
3/16/2019,PHX,Phoenix Suns,PHX @ NOP,Devin Booker,G,61.5,265,3,1597,13,71,1,2443,12,318,13,62,5,7038,0,11467,7,51,2
3/16/2019,WAS,Washington Wizards,WAS vs. MEM,Bradley Beal,G,61.5,265,9,12,7,1184,0,7843,12,318,7,723,5,7038,2,1393,1,8514,3
3/16/2019,NOP,New Orleans Pelicans,NOP vs. PHX,Elfrid Payton,G,53.4,689,2,3543,16,13,0,7843,5,6509,4,2601,12,814,1,4317,4,786,4
3/16/2019,POR,Portland Trail Blazers,POR @ SAS,Jusuf Nurkic,C,53.2,704,0,12874,4,3929,1,2443,10,888,4,2601,16,207,2,1393,5,338,5
3/16/2019,UTA,Utah Jazz,UTA vs. BKN,Rudy Gobert,C,51.9,804,0,12874,1,12618,3,272,9,1419,5,1672,17,151,0,11467,2,4097,6
3/16/2019,POR,Portland Trail Blazers,POR @ SAS,Damian Lillard,G,50.7,919,3,1597,5,2659,0,7843,13,186,5,1672,6,5192,1,4317,1,8514,7
3/16/2019,GSW,Golden State Warriors,GSW @ OKC,Klay Thompson,G,49.6,1039,3,1597,4,3929,1,2443,9,1419,2,6102,8,2894,3,415,1,8514,8
3/16/2019,OKC,Oklahoma City Thunder,OKC vs. GSW,Paul George,F,48.6,1153,4,662,2,8551,0,7843,9,1419,7,723,13,591,1,4317,2,4097,9
3/16/2019,MEM,Memphis Grizzlies,MEM @ WAS,Mike Conley,G,48.6,1153,3,1597,12,111,0,7843,8,2174,9,316,3,12137,0,11467,1,8514,10
3/15/2019,HOU,Houston Rockets,HOU vs. PHX,James Harden,G,89.3,6,3,1597,11,183,3,272,12,318,14,42,9,2204,6,3,6,130,1
3/15/2019,NOP,New Orleans Pelicans,NOP vs. POR,Julius Randle,C-F,75.2,48,2,3543,6,1803,3,272,20,2,3,4174,11,1140,2,1393,7,51,2
3/15/2019,MIL,Milwaukee Bucks,MIL @ MIA,Giannis Antetokounmpo,F,74.7,56,1,7056,9,525,3,272,12,318,8,447,16,207,2,1393,6,130,3
3/15/2019,PHI,Philadelphia 76ers,PHI vs. SAC,Joel Embiid,F-C,56.9,458,0,12874,3,5849,4,98,9,1419,3,4174,17,151,1,4317,4,786,4
3/15/2019,WAS,Washington Wizards,WAS vs. CHA,Bradley Beal,G,54.5,604,7,46,5,2659,1,2443,15,65,3,4174,5,7038,1,4317,5,338,5
3/15/2019,NOP,New Orleans Pelicans,NOP vs. POR,Elfrid Payton,G,54.4,611,1,7056,16,13,0,7843,4,8828,5,1672,12,814,1,4317,1,8514,6
3/15/2019,DET,Detroit Pistons,DET vs. LAL,Andre Drummond,C,52.6,751,0,12874,0,18130,2,812,8,2174,3,4174,23,12,0,11467,0,15731,7
3/15/2019,SAS,San Antonio Spurs,SAS vs. NYK,Jakob Poeltl,C,49.8,1013,0,12874,2,8551,5,37,6,4636,0,13385,9,2204,3,415,0,15731,8
3/15/2019,CHA,Charlotte Hornets,CHA @ WAS,Kemba Walker,G,49,1111,3,1597,4,3929,1,2443,11,549,3,4174,5,7038,3,415,3,1827,9
3/15/2019,CHI,Chicago Bulls,CHI @ LAC,Robin Lopez,C,48.1,1213,0,12874,3,5849,3,272,9,1419,4,2601,8,2894,1,4317,0,15731,10
3/14/2019,OKC,Oklahoma City Thunder,OKC @ IND,Russell Westbrook,G,66.3,138,1,7056,11,183,2,812,8,2174,2,6102,14,434,4,121,4,786,1
3/14/2019,BOS,Boston Celtics,BOS vs. SAC,Kyrie Irving,G,65,158,1,7056,12,111,1,2443,11,549,8,447,10,1582,1,4317,2,4097,2
3/14/2019,DAL,Dallas Mavericks,DAL @ DEN,Luka Doncic,F-G,53.7,667,1,7056,9,525,0,7843,10,888,3,4174,11,1140,2,1393,3,1827,3
3/14/2019,OKC,Oklahoma City Thunder,OKC @ IND,Paul George,F,51.7,818,6,113,5,2659,0,7843,10,888,10,204,6,5192,2,1393,5,338,4
3/14/2019,DEN,Denver Nuggets,DEN vs. DAL,Paul Millsap,F,50.1,986,1,7056,3,5849,0,7843,14,108,4,2601,8,2894,1,4317,0,15731,5
3/14/2019,SAC,Sacramento Kings,SAC @ BOS,De'Aaron Fox,G,48.9,1121,1,7056,9,525,0,7843,7,3260,4,2601,7,3913,3,415,1,8514,6
3/14/2019,SAC,Sacramento Kings,SAC @ BOS,Buddy Hield,G,48.3,1195,6,113,7,1184,0,7843,14,108,0,13385,4,9339,0,11467,1,8514,7
3/14/2019,MIN,Minnesota Timberwolves,MIN @ UTA,Karl-Anthony Towns,C,46.4,1473,3,1597,4,3929,0,7843,9,1419,5,1672,12,814,1,4317,3,1827,8
3/14/2019,BOS,Boston Celtics,BOS vs. SAC,Marcus Morris,F,44.6,1748,3,1597,2,8551,0,7843,7,3260,4,2601,13,591,2,1393,1,8514,9
3/14/2019,IND,Indiana Pacers,IND vs. OKC,Domantas Sabonis,F,43.4,1947,0,12874,4,3929,1,2443,7,3260,12,89,7,3913,0,11467,0,15731,10
3/13/2019,OKC,Oklahoma City Thunder,OKC vs. BKN,Russell Westbrook,G,65.9,145,4,662,11,183,0,7843,12,318,3,4174,12,814,3,415,5,338,1
3/13/2019,HOU,Houston Rockets,HOU vs. GSW,James Harden,G,54.6,598,2,3543,10,325,0,7843,10,888,7,723,3,12137,3,415,2,4097,2
3/13/2019,ATL,Atlanta Hawks,ATL vs. MEM,John Collins,F-C,50.9,899,1,7056,1,12618,2,812,11,549,4,2601,12,814,1,4317,1,8514,3
3/13/2019,OKC,Oklahoma City Thunder,OKC vs. BKN,Paul George,F,50.3,963,3,1597,3,5849,2,812,9,1419,4,2601,9,2204,2,1393,2,4097,4
3/13/2019,GSW,Golden State Warriors,GSW @ HOU,DeMarcus Cousins,C,49.1,1094,1,7056,7,1184,0,7843,11,549,4,2601,8,2894,2,1393,4,786,5
3/13/2019,WAS,Washington Wizards,WAS vs. ORL,Bradley Beal,G,45.7,1582,2,3543,7,1184,0,7843,10,888,1,10110,6,5192,2,1393,1,8514,6
3/13/2019,UTA,Utah Jazz,UTA @ PHX,Rudy Gobert,C,44.5,1768,0,12874,1,12618,0,7843,6,4636,6,1093,20,48,1,4317,2,4097,7
3/13/2019,ORL,Orlando Magic,ORL @ WAS,Nikola Vucevic,C,42.8,2049,0,12874,2,8551,1,2443,9,1419,2,6102,14,434,1,4317,3,1827,8
3/13/2019,UTA,Utah Jazz,UTA @ PHX,Derrick Favors,F-C,41.9,2216,1,7056,7,1184,1,2443,8,2174,1,10110,7,3913,1,4317,1,8514,9
3/13/2019,ATL,Atlanta Hawks,ATL vs. MEM,Alex Len,C,41.6,2276,2,3543,4,3929,2,812,8,2174,2,6102,8,2894,0,11467,0,15731,10
3/12/2019,PHI,Philadelphia 76ers,PHI vs. CLE,Joel Embiid,F-C,56.3,493,1,7056,5,2659,4,98,6,4636,4,2601,19,70,1,4317,6,130,1
3/12/2019,SAS,San Antonio Spurs,SAS @ DAL,DeMar DeRozan,G,55.8,519,0,12874,6,1803,0,7843,11,549,11,128,4,9339,4,121,3,1827,2
3/12/2019,MIN,Minnesota Timberwolves,MIN @ DEN,Karl-Anthony Towns,C,55.5,544,2,3543,3,5849,3,272,14,108,4,2601,10,1582,0,11467,4,786,3
3/12/2019,LAL,Los Angeles Lakers,LAL @ CHI,LeBron James,F,55,573,2,3543,4,3929,0,7843,15,65,4,2601,10,1582,2,1393,5,338,4
3/12/2019,POR,Portland Trail Blazers,POR @ LAC,CJ McCollum,G,51.8,809,6,113,4,3929,0,7843,12,318,5,1672,4,9339,2,1393,0,15731,5
3/12/2019,NOP,New Orleans Pelicans,NOP vs. MIL,Elfrid Payton,G,51.5,843,2,3543,11,183,1,2443,6,4636,0,13385,15,299,1,4317,3,1827,6
3/12/2019,PHI,Philadelphia 76ers,PHI vs. CLE,Ben Simmons,G,51,888,0,12874,8,789,0,7843,10,888,6,1093,10,1582,1,4317,2,4097,7
3/12/2019,DAL,Dallas Mavericks,DAL vs. SAS,Jalen Brunson,G,48,1227,3,1597,4,3929,0,7843,12,318,7,723,5,7038,1,4317,1,8514,8
3/12/2019,LAC,LA Clippers,LAC vs. POR,Montrezl Harrell,F-C,46.7,1427,1,7056,3,5849,3,272,8,2174,5,1672,11,1140,0,11467,2,4097,9
3/12/2019,POR,Portland Trail Blazers,POR @ LAC,Damian Lillard,G,44.6,1748,3,1597,12,111,0,7843,8,2174,1,10110,3,12137,2,1393,3,1827,10
3/11/2019,CHA,Charlotte Hornets,CHA @ HOU,Kemba Walker,G,61.5,265,6,113,7,1184,1,2443,14,108,6,1093,10,1582,0,11467,4,786,1
3/11/2019,WAS,Washington Wizards,WAS vs. SAC,Bradley Beal,G,60.3,312,3,1597,9,525,0,7843,9,1419,6,1093,9,2204,4,121,3,1827,2
3/11/2019,HOU,Houston Rockets,HOU vs. CHA,James Harden,G,55.2,562,3,1597,10,325,0,7843,7,3260,11,128,6,5192,3,415,4,786,3
3/11/2019,UTA,Utah Jazz,UTA vs. OKC,Donovan Mitchell,G,52.3,770,3,1597,5,2659,1,2443,8,2174,6,1093,4,9339,5,25,3,1827,4
3/11/2019,OKC,Oklahoma City Thunder,OKC @ UTA,Russell Westbrook,G,51.2,873,2,3543,8,789,1,2443,9,1419,3,4174,11,1140,1,4317,3,1827,5
3/11/2019,UTA,Utah Jazz,UTA vs. OKC,Rudy Gobert,C,44.9,1707,0,12874,1,12618,4,98,5,6509,5,1672,12,814,1,4317,1,8514,6
3/11/2019,DET,Detroit Pistons,DET @ BKN,Andre Drummond,C,43.5,1933,0,12874,3,5849,0,7843,5,6509,3,4174,20,48,1,4317,1,8514,7
3/11/2019,LAC,LA Clippers,LAC vs. BOS,Lou Williams,G,43.3,1960,2,3543,5,2659,0,7843,14,108,4,2601,4,9339,0,11467,3,1827,8
3/11/2019,WAS,Washington Wizards,WAS vs. SAC,Bobby Portis,F,41.1,2388,1,7056,1,12618,1,2443,6,4636,4,2601,13,591,3,415,5,338,9
3/11/2019,CLE,Cleveland Cavaliers,CLE vs. TOR,Collin Sexton,G,40.3,2579,4,662,5,2659,0,7843,10,888,4,2601,4,9339,0,11467,0,15731,10
3/10/2019,PHX,Phoenix Suns,PHX @ GSW,Devin Booker,G,64.1,182,2,3543,11,183,0,7843,13,186,9,316,8,2894,2,1393,5,338,1
3/10/2019,SAS,San Antonio Spurs,SAS vs. MIL,LaMarcus Aldridge,C-F,62,245,1,7056,2,8551,2,812,14,108,0,13385,15,299,2,1393,0,15731,2
3/10/2019,DAL,Dallas Mavericks,DAL vs. HOU,Luka Doncic,F-G,59.5,346,1,7056,9,525,2,812,5,6509,8,447,15,299,2,1393,3,1827,3
3/10/2019,MIL,Milwaukee Bucks,MIL @ SAS,Giannis Antetokounmpo,F,54.6,598,1,7056,6,1803,1,2443,10,888,6,1093,13,591,0,11467,0,15731,4
3/10/2019,PHI,Philadelphia 76ers,PHI vs. IND,Joel Embiid,F-C,51.4,851,0,12874,0,18130,0,7843,11,549,11,128,12,814,2,1393,2,4097,5
3/10/2019,SAS,San Antonio Spurs,SAS vs. MIL,DeMar DeRozan,G,49.8,1013,0,12874,6,1803,1,2443,10,888,8,447,4,9339,2,1393,1,8514,6
3/10/2019,GSW,Golden State Warriors,GSW vs. PHX,Stephen Curry,G,47.4,1326,4,662,8,789,1,2443,6,4636,2,6102,7,3913,3,415,3,1827,7
3/10/2019,MEM,Memphis Grizzlies,MEM vs. ORL,Mike Conley,G,47,1378,1,7056,8,789,0,7843,8,2174,9,316,5,7038,1,4317,0,15731,8
3/10/2019,NOP,New Orleans Pelicans,NOP @ ATL,Elfrid Payton,G,47,1378,1,7056,10,325,1,2443,6,4636,2,6102,10,1582,1,4317,1,8514,9
3/10/2019,GSW,Golden State Warriors,GSW vs. PHX,Klay Thompson,G,46.5,1455,4,662,5,2659,1,2443,10,888,4,2601,5,7038,3,415,7,51,10
3/1/2019,ATL,Atlanta Hawks,ATL vs. CHI,Trae Young,G,79.6,25,6,113,16,13,1,2443,17,21,9,316,8,2894,1,4317,9,7,1
3/1/2019,CHI,Chicago Bulls,CHI @ ATL,Zach LaVine,G,69.3,96,6,113,9,525,0,7843,17,21,7,723,9,2204,2,1393,8,25,2
