GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,AST_DAY_RANK
3/25/2019,BKN,Brooklyn Nets,BKN @ POR,D'Angelo Russell,G,58.8,376,3,1597,8,789,0,7843,16,39,4,2601,9,2204,1,4317,6,130,3
3/25/2019,PHI,Philadelphia 76ers,PHI @ ORL,Jimmy Butler,G,34.7,4240,0,12874,7,1184,1,2443,4,8828,5,1672,6,5192,1,4317,2,4097,4
3/25/2019,BKN,Brooklyn Nets,BKN @ POR,Caris LeVert,G,32.1,5249,1,7056,7,1184,0,7843,5,6509,5,1672,3,12137,1,4317,1,8514,5
3/25/2019,OKC,Oklahoma City Thunder,OKC @ MEM,Russell Westbrook,G,31.5,5512,1,7056,7,1184,0,7843,6,4636,3,4174,5,7038,0,11467,1,8514,6
3/25/2019,UTA,Utah Jazz,UTA vs. PHX,Joe Ingles,F,25.7,8378,2,3543,7,1184,0,7843,6,4636,0,13385,1,18809,1,4317,3,1827,7
3/25/2019,ORL,Orlando Magic,ORL vs. PHI,Evan Fournier,G,39.5,2784,2,3543,7,1184,0,7843,11,549,0,13385,0,22086,2,1393,1,8514,8
3/25/2019,UTA,Utah Jazz,UTA vs. PHX,Ricky Rubio,G,29.2,6570,0,12874,6,1803,0,7843,6,4636,6,1093,1,18809,1,4317,2,4097,9
3/25/2019,UTA,Utah Jazz,UTA vs. PHX,Derrick Favors,F-C,41.1,2388,0,12874,5,2659,2,812,9,1419,0,13385,8,2894,0,11467,0,15731,10
3/24/2019,HOU,Houston Rockets,HOU @ NOP,Chris Paul,G,45.1,1677,1,7056,13,71,0,7843,4,8828,1,10110,3,12137,5,25,3,1827,1
3/24/2019,CHA,Charlotte Hornets,CHA @ TOR,Kemba Walker,G,55.1,566,2,3543,13,71,0,7843,3,11548,7,723,8,2894,4,121,1,8514,2
3/24/2019,BOS,Boston Celtics,BOS vs. SAS,Kyrie Irving,G,39.4,2808,1,7056,12,111,1,2443,5,6509,0,13385,2,15352,2,1393,1,8514,3
3/24/2019,LAL,Los Angeles Lakers,LAL vs. SAC,LeBron James,F,63.7,193,3,1597,11,183,1,2443,9,1419,8,447,11,1140,2,1393,4,786,4
3/24/2019,SAS,San Antonio Spurs,SAS @ BOS,DeMar DeRozan,G,37.5,3321,0,12874,11,183,2,812,8,2174,0,13385,0,22086,0,11467,1,8514,5
3/24/2019,GSW,Golden State Warriors,GSW vs. DET,Kevin Durant,F,37.5,3321,1,7056,11,183,0,7843,5,6509,3,4174,5,7038,1,4317,2,4097,6
3/24/2019,LAL,Los Angeles Lakers,LAL vs. SAC,Rajon Rondo,G,22.5,10259,1,7056,9,525,0,7843,1,18112,0,13385,5,7038,1,4317,3,1827,7
3/24/2019,CHA,Charlotte Hornets,CHA @ TOR,Devonte' Graham,G,32.1,5249,0,12874,9,525,0,7843,3,11548,4,2601,3,12137,2,1393,1,8514,8
3/24/2019,GSW,Golden State Warriors,GSW vs. DET,Draymond Green,F,29,6657,1,7056,8,789,0,7843,5,6509,3,4174,5,7038,0,11467,3,1827,9
3/24/2019,DEN,Denver Nuggets,DEN @ IND,Nikola Jokic,C,58.2,401,1,7056,8,789,4,98,8,2174,2,6102,11,1140,1,4317,1,8514,10
3/23/2019,ATL,Atlanta Hawks,ATL vs. PHI,Trae Young,G,52.7,745,4,662,11,183,1,2443,11,549,6,1093,6,5192,0,11467,6,130,1
3/23/2019,DAL,Dallas Mavericks,DAL @ GSW,Luka Doncic,F-G,57.2,441,4,662,10,325,0,7843,6,4636,7,723,11,1140,3,415,3,1827,2
3/23/2019,PHX,Phoenix Suns,PHX @ SAC,Devin Booker,G,52.4,762,2,3543,10,325,0,7843,10,888,10,204,2,15352,2,1393,3,1827,3
3/23/2019,SAC,Sacramento Kings,SAC vs. PHX,De'Aaron Fox,G,30.3,6073,0,12874,9,525,0,7843,3,11548,7,723,4,9339,1,4317,4,786,4
3/23/2019,PHI,Philadelphia 76ers,PHI @ ATL,Ben Simmons,G,57.7,423,0,12874,9,525,2,812,9,1419,3,4174,6,5192,4,121,2,4097,5
3/23/2019,POR,Portland Trail Blazers,POR vs. DET,Damian Lillard,G,44.7,1730,6,113,9,525,0,7843,9,1419,4,2601,6,5192,0,11467,4,786,6
3/23/2019,MIN,Minnesota Timberwolves,MIN @ MEM,Tyus Jones,G,31.1,5713,1,7056,9,525,0,7843,4,8828,3,4174,3,12137,1,4317,1,8514,7
3/23/2019,CHA,Charlotte Hornets,CHA vs. BOS,Kemba Walker,G,66.7,132,6,113,9,525,0,7843,11,549,8,447,11,1140,2,1393,2,4097,8
3/23/2019,BOS,Boston Celtics,BOS @ CHA,Marcus Smart,G,20.4,11636,2,3543,8,789,0,7843,2,14769,0,13385,2,15352,1,4317,3,1827,9
3/23/2019,MIA,Miami Heat,MIA @ WAS,Bam Adebayo,C-F,48.2,1205,0,12874,8,789,4,98,6,4636,4,2601,11,1140,0,11467,5,338,10
3/22/2019,LAL,Los Angeles Lakers,LAL vs. BKN,LeBron James,F,54.8,586,1,7056,14,43,1,2443,8,2174,8,447,9,2204,1,4317,8,25,1
3/22/2019,OKC,Oklahoma City Thunder,OKC @ TOR,Russell Westbrook,G,63.9,188,2,3543,13,71,1,2443,6,4636,4,2601,12,814,4,121,3,1827,2
3/22/2019,BKN,Brooklyn Nets,BKN @ LAL,D'Angelo Russell,G,48.9,1121,4,662,13,71,0,7843,8,2174,1,10110,2,15352,4,121,6,130,3
3/22/2019,MIL,Milwaukee Bucks,MIL vs. MIA,Khris Middleton,F,44.6,1748,2,3543,10,325,0,7843,8,2174,0,13385,8,2894,1,4317,1,8514,4
3/22/2019,MEM,Memphis Grizzlies,MEM @ ORL,Tyler Dorsey,G,47.1,1365,5,280,9,525,0,7843,11,549,2,6102,3,12137,1,4317,2,4097,5
3/22/2019,SAS,San Antonio Spurs,SAS @ HOU,DeMar DeRozan,G,38.6,3015,0,12874,8,789,0,7843,7,3260,2,6102,8,2894,1,4317,2,4097,6
3/22/2019,ORL,Orlando Magic,ORL vs. MEM,D.J. Augustin,G,39.2,2856,1,7056,8,789,0,7843,7,3260,5,1672,6,5192,0,11467,0,15731,7
3/22/2019,MEM,Memphis Grizzlies,MEM @ ORL,Delon Wright,G,36.4,3640,0,12874,8,789,1,2443,6,4636,0,13385,7,3913,1,4317,2,4097,8
3/22/2019,MIL,Milwaukee Bucks,MIL vs. MIA,Giannis Antetokounmpo,F,53.1,714,1,7056,7,1184,2,812,12,318,2,6102,8,2894,1,4317,3,1827,9
3/22/2019,OKC,Oklahoma City Thunder,OKC @ TOR,Dennis Schroder,G,44.7,1730,4,662,7,1184,1,2443,10,888,2,6102,6,5192,0,11467,2,4097,10
3/21/2019,DEN,Denver Nuggets,DEN @ WAS,Nikola Jokic,C,37.7,3272,2,3543,11,183,0,7843,6,4636,1,10110,6,5192,0,11467,1,8514,1
3/21/2019,ATL,Atlanta Hawks,ATL vs. UTA,Trae Young,G,36.9,3498,1,7056,11,183,0,7843,8,2174,6,1093,2,15352,0,11467,5,338,2
3/21/2019,WAS,Washington Wizards,WAS vs. DEN,Tomas Satoransky,G,34.8,4198,2,3543,10,325,0,7843,5,6509,4,2601,4,9339,1,4317,4,786,3
3/21/2019,SAC,Sacramento Kings,SAC vs. DAL,De'Aaron Fox,G,46.1,1518,1,7056,9,525,4,98,6,4636,2,6102,3,12137,1,4317,1,8514,4
3/21/2019,WAS,Washington Wizards,WAS vs. DEN,Bradley Beal,G,46.4,1473,2,3543,8,789,0,7843,10,888,3,4174,2,15352,3,415,2,4097,5
3/21/2019,DET,Detroit Pistons,DET @ PHX,Blake Griffin,F,41.4,2318,2,3543,8,789,1,2443,4,8828,7,723,7,3913,1,4317,2,4097,6
3/21/2019,UTA,Utah Jazz,UTA @ ATL,Joe Ingles,F,28.9,6714,3,1597,7,1184,0,7843,5,6509,0,13385,2,15352,2,1393,3,1827,7
3/21/2019,MIN,Minnesota Timberwolves,MIN @ CHA,Tyus Jones,G,31.9,5332,1,7056,7,1184,0,7843,6,4636,1,10110,2,15352,2,1393,1,8514,8
3/21/2019,PHX,Phoenix Suns,PHX vs. DET,Mikal Bridges,F,28.1,7107,2,3543,7,1184,0,7843,5,6509,1,10110,3,12137,1,4317,2,4097,9
3/21/2019,UTA,Utah Jazz,UTA @ ATL,Ricky Rubio,G,37.5,3321,2,3543,7,1184,0,7843,6,4636,3,4174,5,7038,2,1393,2,4097,10
3/20/2019,CHI,Chicago Bulls,CHI vs. WAS,Kris Dunn,G,56.7,467,3,1597,13,71,0,7843,10,888,3,4174,6,5192,2,1393,2,4097,1
3/20/2019,POR,Portland Trail Blazers,POR vs. DAL,Damian Lillard,G,62,245,6,113,12,111,0,7843,9,1419,9,316,5,7038,2,1393,1,8514,2
3/20/2019,UTA,Utah Jazz,UTA @ NYK,Ricky Rubio,G,31.1,5713,0,12874,9,525,0,7843,1,18112,10,204,3,12137,1,4317,1,8514,3
3/20/2019,HOU,Houston Rockets,HOU @ MEM,James Harden,G,86.4,9,9,12,8,789,2,812,18,14,12,89,7,3913,2,1393,3,1827,4
3/20/2019,MEM,Memphis Grizzlies,MEM vs. HOU,Mike Conley,G,52,794,6,113,8,789,0,7843,12,318,5,1672,5,7038,0,11467,1,8514,5
3/20/2019,MIL,Milwaukee Bucks,MIL @ CLE,Eric Bledsoe,G,48.6,1153,2,3543,8,789,0,7843,7,3260,8,447,8,2894,2,1393,3,1827,6
3/20/2019,ORL,Orlando Magic,ORL vs. NOP,D.J. Augustin,G,29.1,6612,1,7056,7,1184,0,7843,5,6509,2,6102,3,12137,1,4317,1,8514,7
3/20/2019,WAS,Washington Wizards,WAS @ CHI,Bradley Beal,G,54.9,579,2,3543,7,1184,2,812,7,3260,11,128,7,3913,3,415,6,130,8
3/20/2019,SAS,San Antonio Spurs,SAS vs. MIA,Rudy Gay,F,39.3,2830,2,3543,7,1184,1,2443,6,4636,1,10110,9,2204,0,11467,0,15731,9
3/20/2019,WAS,Washington Wizards,WAS @ CHI,Tomas Satoransky,G,38.5,3041,2,3543,7,1184,0,7843,7,3260,0,13385,5,7038,3,415,3,1827,10
3/2/2019,LAL,Los Angeles Lakers,LAL @ PHX,LeBron James,F,58.8,376,4,662,16,13,0,7843,10,888,3,4174,9,2204,0,11467,3,1827,1
3/2/2019,PHI,Philadelphia 76ers,PHI vs. GSW,Ben Simmons,G,59.5,346,0,12874,11,183,0,7843,10,888,5,1672,15,299,3,415,9,7,2
3/2/2019,IND,Indiana Pacers,IND vs. ORL,Darren Collison,G,38.6,3015,2,3543,10,325,0,7843,8,2174,5,1672,3,12137,0,11467,3,1827,3
3/2/2019,NOP,New Orleans Pelicans,NOP @ DEN,Elfrid Payton,G,29.4,6486,0,12874,10,325,0,7843,3,11548,2,6102,7,3913,0,11467,2,4097,4
3/2/2019,GSW,Golden State Warriors,GSW @ PHI,Draymond Green,F,37.8,3235,0,12874,10,325,0,7843,2,14769,2,6102,9,2204,3,415,3,1827,5
3/2/2019,DET,Detroit Pistons,DET @ CLE,Blake Griffin,F,35.9,3812,2,3543,9,525,1,2443,6,4636,0,13385,7,3913,0,11467,3,1827,6
3/2/2019,MIL,Milwaukee Bucks,MIL @ UTA,Giannis Antetokounmpo,F,76.8,42,2,3543,8,789,1,2443,15,65,11,128,14,434,2,1393,4,786,7
3/2/2019,OKC,Oklahoma City Thunder,OKC @ SAS,Russell Westbrook,G,37.8,3235,1,7056,8,789,0,7843,7,3260,4,2601,9,2204,1,4317,7,51,8
3/2/2019,BKN,Brooklyn Nets,BKN @ MIA,D'Angelo Russell,G,25.2,8653,2,3543,8,789,0,7843,4,8828,0,13385,1,18809,1,4317,1,8514,9
3/2/2019,UTA,Utah Jazz,UTA vs. MIL,Joe Ingles,F,32.6,5046,2,3543,8,789,0,7843,6,4636,0,13385,3,12137,2,1393,3,1827,10
3/19/2019,BKN,Brooklyn Nets,BKN @ SAC,D'Angelo Russell,G,73.8,59,6,113,12,111,0,7843,17,21,4,2601,4,9339,4,121,5,338,1
3/19/2019,ATL,Atlanta Hawks,ATL vs. HOU,Trae Young,G,39.8,2702,2,3543,12,111,0,7843,6,4636,7,723,4,9339,1,4317,7,51,2
3/19/2019,HOU,Houston Rockets,HOU @ ATL,Chris Paul,G,38.7,2981,2,3543,11,183,0,7843,4,8828,3,4174,1,18809,3,415,1,8514,3
3/19/2019,LAL,Los Angeles Lakers,LAL @ MIL,Rajon Rondo,G,37.2,3409,1,7056,10,325,1,2443,6,4636,0,13385,6,5192,2,1393,7,51,4
3/19/2019,HOU,Houston Rockets,HOU @ ATL,James Harden,G,57.6,427,4,662,10,325,1,2443,8,2174,11,128,8,2894,1,4317,4,786,5
3/19/2019,LAC,LA Clippers,LAC vs. IND,Lou Williams,G,30.7,5895,0,12874,9,525,0,7843,4,8828,3,4174,1,18809,2,1393,1,8514,6
3/19/2019,GSW,Golden State Warriors,GSW @ MIN,Kevin Durant,F,33.9,4546,3,1597,9,525,0,7843,7,3260,0,13385,2,15352,1,4317,2,4097,7
3/19/2019,SAC,Sacramento Kings,SAC vs. BKN,De'Aaron Fox,G,43.3,1960,2,3543,9,525,0,7843,10,888,5,1672,4,9339,1,4317,5,338,8
3/19/2019,PHI,Philadelphia 76ers,PHI @ CHA,Jimmy Butler,G,48.3,1195,1,7056,9,525,1,2443,8,2174,6,1093,4,9339,2,1393,2,4097,9
3/19/2019,GSW,Golden State Warriors,GSW @ MIN,Draymond Green,F,41.5,2292,0,12874,9,525,4,98,2,14769,1,10110,10,1582,1,4317,4,786,10
3/18/2019,POR,Portland Trail Blazers,POR vs. IND,Damian Lillard,G,60.9,291,4,662,15,25,1,2443,9,1419,8,447,2,15352,3,415,6,130,1
3/18/2019,TOR,Toronto Raptors,TOR vs. NYK,Fred VanVleet,G,38.4,3074,2,3543,12,111,1,2443,5,6509,1,10110,2,15352,1,4317,1,8514,2
3/18/2019,MIA,Miami Heat,MIA @ OKC,Goran Dragic,G,54.5,604,6,113,11,183,0,7843,9,1419,2,6102,5,7038,2,1393,0,15731,3
3/18/2019,NOP,New Orleans Pelicans,NOP @ DAL,Elfrid Payton,G,47.5,1301,2,3543,11,183,0,7843,5,6509,7,723,10,1582,1,4317,3,1827,4
3/18/2019,UTA,Utah Jazz,UTA @ WAS,Ricky Rubio,G,31.4,5566,0,12874,10,325,0,7843,4,8828,0,13385,2,15352,4,121,6,130,5
3/18/2019,DAL,Dallas Mavericks,DAL vs. NOP,Luka Doncic,F-G,60.6,301,1,7056,10,325,0,7843,10,888,8,447,13,591,2,1393,5,338,6
3/18/2019,GSW,Golden State Warriors,GSW @ SAS,Stephen Curry,G,55.4,556,6,113,8,789,1,2443,9,1419,1,10110,7,3913,3,415,2,4097,7
3/18/2019,SAS,San Antonio Spurs,SAS vs. GSW,DeMar DeRozan,G,48.8,1132,0,12874,8,789,0,7843,9,1419,8,447,9,2204,1,4317,3,1827,8
3/18/2019,TOR,Toronto Raptors,TOR vs. NYK,Kyle Lowry,G,32.2,5198,5,280,8,789,0,7843,5,6509,0,13385,6,5192,0,11467,2,4097,9
3/18/2019,PHX,Phoenix Suns,PHX vs. CHI,Devin Booker,G,42.1,2168,1,7056,7,1184,0,7843,9,1419,6,1093,8,2894,0,11467,3,1827,10
3/17/2019,HOU,Houston Rockets,HOU vs. MIN,James Harden,G,37.4,3345,4,662,10,325,0,7843,8,2174,0,13385,2,15352,1,4317,3,1827,1
3/17/2019,BKN,Brooklyn Nets,BKN @ LAC,D'Angelo Russell,G,53,721,6,113,10,325,0,7843,13,186,0,13385,5,7038,1,4317,3,1827,2
3/17/2019,HOU,Houston Rockets,HOU vs. MIN,Chris Paul,G,50.4,956,6,113,10,325,0,7843,8,2174,3,4174,7,3913,1,4317,1,8514,3
3/17/2019,LAC,LA Clippers,LAC vs. BKN,Shai Gilgeous-Alexander,G,29.4,6486,3,1597,10,325,0,7843,5,6509,1,10110,2,15352,0,11467,2,4097,4
3/17/2019,ORL,Orlando Magic,ORL vs. ATL,D.J. Augustin,G,31.9,5332,2,3543,9,525,0,7843,4,8828,1,10110,2,15352,2,1393,1,8514,5
3/17/2019,PHI,Philadelphia 76ers,PHI @ MIL,Ben Simmons,G,29.3,6538,0,12874,9,525,0,7843,4,8828,0,13385,9,2204,0,11467,3,1827,6
3/17/2019,TOR,Toronto Raptors,TOR @ DET,Marc Gasol,C,35.2,4048,1,7056,8,789,1,2443,3,11548,2,6102,11,1140,0,11467,2,4097,7
3/17/2019,NYK,New York Knicks,NYK vs. LAL,Emmanuel Mudiay,G,41.4,2318,3,1597,8,789,1,2443,8,2174,9,316,2,15352,0,11467,4,786,8
3/17/2019,LAL,Los Angeles Lakers,LAL @ NYK,LeBron James,F,53.2,704,0,12874,8,789,1,2443,11,549,11,128,6,5192,0,11467,2,4097,9
3/17/2019,DET,Detroit Pistons,DET vs. TOR,Ish Smith,G,35,4125,0,12874,8,789,0,7843,4,8828,0,13385,5,7038,3,415,0,15731,10
3/16/2019,NOP,New Orleans Pelicans,NOP vs. PHX,Elfrid Payton,G,53.4,689,2,3543,16,13,0,7843,5,6509,4,2601,12,814,1,4317,4,786,1
3/16/2019,PHX,Phoenix Suns,PHX @ NOP,Devin Booker,G,61.5,265,3,1597,13,71,1,2443,12,318,13,62,5,7038,0,11467,7,51,2
3/16/2019,MEM,Memphis Grizzlies,MEM @ WAS,Mike Conley,G,48.6,1153,3,1597,12,111,0,7843,8,2174,9,316,3,12137,0,11467,1,8514,3
3/16/2019,OKC,Oklahoma City Thunder,OKC vs. GSW,Russell Westbrook,G,32.1,5249,0,12874,9,525,1,2443,2,14769,3,4174,8,2894,1,4317,4,786,4
3/16/2019,BOS,Boston Celtics,BOS vs. ATL,Marcus Smart,G,47.7,1274,2,3543,9,525,1,2443,5,6509,4,2601,1,18809,5,25,1,8514,5
3/16/2019,BOS,Boston Celtics,BOS vs. ATL,Kyrie Irving,G,62.7,223,4,662,9,525,2,812,12,318,2,6102,11,1140,1,4317,3,1827,6
3/16/2019,DAL,Dallas Mavericks,DAL vs. CLE,Devin Harris,G,21.9,10673,0,12874,9,525,0,7843,2,14769,2,6102,2,15352,0,11467,0,15731,7
3/16/2019,DAL,Dallas Mavericks,DAL vs. CLE,Jalen Brunson,G,27.9,7212,2,3543,7,1184,0,7843,6,4636,2,6102,2,15352,0,11467,1,8514,8
3/16/2019,WAS,Washington Wizards,WAS vs. MEM,Bradley Beal,G,61.5,265,9,12,7,1184,0,7843,12,318,7,723,5,7038,2,1393,1,8514,9
3/16/2019,WAS,Washington Wizards,WAS vs. MEM,Tomas Satoransky,G,37.7,3272,0,12874,7,1184,1,2443,3,11548,9,316,6,5192,1,4317,1,8514,10
3/15/2019,NOP,New Orleans Pelicans,NOP vs. POR,Elfrid Payton,G,54.4,611,1,7056,16,13,0,7843,4,8828,5,1672,12,814,1,4317,1,8514,1
3/15/2019,HOU,Houston Rockets,HOU vs. PHX,James Harden,G,89.3,6,3,1597,11,183,3,272,12,318,14,42,9,2204,6,3,6,130,2
3/15/2019,LAL,Los Angeles Lakers,LAL @ DET,Kyle Kuzma,F,35.2,4048,0,12874,10,325,0,7843,5,6509,2,6102,6,5192,1,4317,2,4097,3
3/15/2019,DET,Detroit Pistons,DET vs. LAL,Blake Griffin,F,26.9,7719,2,3543,9,525,0,7843,3,11548,7,723,2,15352,0,11467,4,786,4
3/15/2019,NYK,New York Knicks,NYK @ SAS,DeAndre Jordan,C,37.1,3437,0,12874,9,525,0,7843,5,6509,1,10110,13,591,0,11467,3,1827,5
3/15/2019,MIL,Milwaukee Bucks,MIL @ MIA,Giannis Antetokounmpo,F,74.7,56,1,7056,9,525,3,272,12,318,8,447,16,207,2,1393,6,130,6
3/15/2019,MIL,Milwaukee Bucks,MIL @ MIA,Khris Middleton,F,41,2414,2,3543,8,789,0,7843,8,2174,3,4174,5,7038,1,4317,1,8514,7
3/15/2019,SAS,San Antonio Spurs,SAS vs. NYK,DeMar DeRozan,G,28.3,7019,0,12874,7,1184,0,7843,6,4636,1,10110,4,9339,1,4317,3,1827,8
3/15/2019,LAC,LA Clippers,LAC vs. CHI,Patrick Beverley,G,36.1,3735,1,7056,7,1184,0,7843,4,8828,4,2601,8,2894,1,4317,0,15731,9
3/15/2019,LAC,LA Clippers,LAC vs. CHI,Shai Gilgeous-Alexander,G,46.9,1399,1,7056,7,1184,1,2443,7,3260,2,6102,7,3913,3,415,1,8514,10
3/14/2019,BOS,Boston Celtics,BOS vs. SAC,Kyrie Irving,G,65,158,1,7056,12,111,1,2443,11,549,8,447,10,1582,1,4317,2,4097,1
3/14/2019,OKC,Oklahoma City Thunder,OKC @ IND,Russell Westbrook,G,66.3,138,1,7056,11,183,2,812,8,2174,2,6102,14,434,4,121,4,786,2
3/14/2019,MIN,Minnesota Timberwolves,MIN @ UTA,Tyus Jones,G,32.1,5249,0,12874,9,525,0,7843,6,4636,0,13385,3,12137,1,4317,0,15731,3
3/14/2019,SAC,Sacramento Kings,SAC @ BOS,De'Aaron Fox,G,48.9,1121,1,7056,9,525,0,7843,7,3260,4,2601,7,3913,3,415,1,8514,4
3/14/2019,DAL,Dallas Mavericks,DAL @ DEN,Luka Doncic,F-G,53.7,667,1,7056,9,525,0,7843,10,888,3,4174,11,1140,2,1393,3,1827,5
3/14/2019,UTA,Utah Jazz,UTA vs. MIN,Ricky Rubio,G,26.6,7890,1,7056,8,789,0,7843,1,18112,5,1672,3,12137,1,4317,0,15731,6
3/14/2019,LAL,Los Angeles Lakers,LAL @ TOR,Rajon Rondo,G,29,6657,0,12874,8,789,0,7843,5,6509,3,4174,5,7038,1,4317,5,338,7
3/14/2019,DEN,Denver Nuggets,DEN vs. DAL,Nikola Jokic,C,40.8,2462,0,12874,8,789,1,2443,4,8828,3,4174,14,434,0,11467,2,4097,8
3/14/2019,UTA,Utah Jazz,UTA vs. MIN,Joe Ingles,F,33,4889,2,3543,8,789,2,812,5,6509,0,13385,5,7038,1,4317,6,130,9
3/14/2019,IND,Indiana Pacers,IND vs. OKC,Darren Collison,G,42.7,2067,0,12874,7,1184,0,7843,6,4636,5,1672,6,5192,4,121,4,786,10
3/13/2019,OKC,Oklahoma City Thunder,OKC vs. BKN,Russell Westbrook,G,65.9,145,4,662,11,183,0,7843,12,318,3,4174,12,814,3,415,5,338,1
3/13/2019,HOU,Houston Rockets,HOU vs. GSW,James Harden,G,54.6,598,2,3543,10,325,0,7843,10,888,7,723,3,12137,3,415,2,4097,2
3/13/2019,ATL,Atlanta Hawks,ATL vs. MEM,Trae Young,G,40.6,2511,3,1597,8,789,0,7843,8,2174,3,4174,3,12137,1,4317,0,15731,3
3/13/2019,UTA,Utah Jazz,UTA @ PHX,Derrick Favors,F-C,41.9,2216,1,7056,7,1184,1,2443,8,2174,1,10110,7,3913,1,4317,1,8514,4
3/13/2019,WAS,Washington Wizards,WAS vs. ORL,Bradley Beal,G,45.7,1582,2,3543,7,1184,0,7843,10,888,1,10110,6,5192,2,1393,1,8514,5
3/13/2019,MEM,Memphis Grizzlies,MEM @ ATL,Delon Wright,G,35.1,4085,0,12874,7,1184,2,812,4,8828,2,6102,3,12137,2,1393,1,8514,6
3/13/2019,ORL,Orlando Magic,ORL @ WAS,D.J. Augustin,G,27.7,7305,4,662,7,1184,0,7843,6,4636,0,13385,1,18809,0,11467,0,15731,7
3/13/2019,BKN,Brooklyn Nets,BKN @ OKC,D'Angelo Russell,G,35.3,4011,2,3543,7,1184,0,7843,6,4636,0,13385,4,9339,3,415,3,1827,8
3/13/2019,MEM,Memphis Grizzlies,MEM @ ATL,Mike Conley,G,37.3,3376,1,7056,7,1184,0,7843,6,4636,7,723,4,9339,1,4317,1,8514,9
3/13/2019,GSW,Golden State Warriors,GSW @ HOU,DeMarcus Cousins,C,49.1,1094,1,7056,7,1184,0,7843,11,549,4,2601,8,2894,2,1393,4,786,10
3/12/2019,POR,Portland Trail Blazers,POR @ LAC,Damian Lillard,G,44.6,1748,3,1597,12,111,0,7843,8,2174,1,10110,3,12137,2,1393,3,1827,1
3/12/2019,NOP,New Orleans Pelicans,NOP vs. MIL,Elfrid Payton,G,51.5,843,2,3543,11,183,1,2443,6,4636,0,13385,15,299,1,4317,3,1827,2
3/12/2019,LAL,Los Angeles Lakers,LAL @ CHI,Rajon Rondo,G,37.8,3235,2,3543,10,325,0,7843,6,4636,0,13385,4,9339,2,1393,2,4097,3
3/12/2019,CHI,Chicago Bulls,CHI vs. LAL,Kris Dunn,G,41.9,2216,2,3543,9,525,0,7843,8,2174,0,13385,7,3913,2,1393,4,786,4
3/12/2019,IND,Indiana Pacers,IND vs. NYK,Darren Collison,G,44.5,1768,0,12874,9,525,0,7843,5,6509,6,1093,5,7038,3,415,0,15731,5
3/12/2019,DEN,Denver Nuggets,DEN vs. MIN,Mason Plumlee,F-C,26.6,7890,0,12874,8,789,2,812,3,11548,1,10110,3,12137,0,11467,2,4097,6
3/12/2019,PHI,Philadelphia 76ers,PHI vs. CLE,Ben Simmons,G,51,888,0,12874,8,789,0,7843,10,888,6,1093,10,1582,1,4317,2,4097,7
3/12/2019,SAS,San Antonio Spurs,SAS @ DAL,Derrick White,G,44.1,1840,3,1597,7,1184,0,7843,10,888,0,13385,3,12137,3,415,2,4097,8
3/12/2019,DEN,Denver Nuggets,DEN vs. MIN,Nikola Jokic,C,37.1,3437,0,12874,7,1184,1,2443,9,1419,0,13385,8,2894,0,11467,4,786,9
3/12/2019,LAC,LA Clippers,LAC vs. POR,Patrick Beverley,G,21.1,11193,0,12874,7,1184,0,7843,1,18112,2,6102,3,12137,1,4317,0,15731,10
3/11/2019,BOS,Boston Celtics,BOS @ LAC,Kyrie Irving,G,35.9,3812,2,3543,11,183,0,7843,8,2174,0,13385,2,15352,1,4317,4,786,1
3/11/2019,HOU,Houston Rockets,HOU vs. CHA,James Harden,G,55.2,562,3,1597,10,325,0,7843,7,3260,11,128,6,5192,3,415,4,786,2
3/11/2019,WAS,Washington Wizards,WAS vs. SAC,Bradley Beal,G,60.3,312,3,1597,9,525,0,7843,9,1419,6,1093,9,2204,4,121,3,1827,3
3/11/2019,SAC,Sacramento Kings,SAC @ WAS,De'Aaron Fox,G,39.8,2702,2,3543,8,789,0,7843,8,2174,5,1672,4,9339,2,1393,6,130,4
3/11/2019,OKC,Oklahoma City Thunder,OKC @ UTA,Russell Westbrook,G,51.2,873,2,3543,8,789,1,2443,9,1419,3,4174,11,1140,1,4317,3,1827,5
3/11/2019,UTA,Utah Jazz,UTA vs. OKC,Joe Ingles,F,21.8,10738,1,7056,8,789,0,7843,2,14769,0,13385,4,9339,1,4317,3,1827,6
3/11/2019,BKN,Brooklyn Nets,BKN vs. DET,D'Angelo Russell,G,30.1,6151,1,7056,7,1184,1,2443,5,6509,0,13385,3,12137,2,1393,4,786,7
3/11/2019,CHA,Charlotte Hornets,CHA @ HOU,Kemba Walker,G,61.5,265,6,113,7,1184,1,2443,14,108,6,1093,10,1582,0,11467,4,786,8
3/11/2019,WAS,Washington Wizards,WAS vs. SAC,Tomas Satoransky,G,37.7,3272,3,1597,7,1184,0,7843,5,6509,4,2601,6,5192,2,1393,3,1827,9
3/11/2019,CLE,Cleveland Cavaliers,CLE vs. TOR,Cedi Osman,F,38.9,2942,2,3543,7,1184,0,7843,6,4636,5,1672,7,3913,1,4317,2,4097,10
